species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
savspa3,avibase-1A2CCEDE,Passerculus sandwichensis sanctorum,Savannah Sparrow (San Benito),Passeriformes,Passerellidae,New World Sparrows,issf,33265,savspa,
labspa,avibase-249F7C3C,Passerculus sandwichensis rostratus/atratus,Savannah Sparrow (Large-billed),Passeriformes,Passerellidae,New World Sparrows,issf,33266,savspa,
x01057,avibase-C03CB5EE,Ammodramus savannarum x Passerculus sandwichensis,Grasshopper x Savannah Sparrow (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33269,,
baispa,avibase-67EFC061,Centronyx bairdii,Baird's Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33270,,FALSE
y01081,avibase-F5892D2C,Ammodramus savannarum/Centronyx bairdii,Grasshopper/Baird's Sparrow,Passeriformes,Passerellidae,New World Sparrows,slash,33271,,
henspa,avibase-CDA2F827,Centronyx henslowii,Henslow's Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33272,,FALSE
y01082,avibase-79DFC9E1,Ammodramus savannarum/Centronyx henslowii,Grasshopper/Henslow's Sparrow,Passeriformes,Passerellidae,New World Sparrows,slash,33275,,
simspa1,avibase-BCDBE331,Xenospiza baileyi,Sierra Madre Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33276,,FALSE
sonspa,avibase-A5F09E05,Melospiza melodia,Song Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33277,,FALSE
sonspa2,avibase-E68BF1F0,Melospiza melodia melodia/atlantica,Song Sparrow (melodia/atlantica),Passeriformes,Passerellidae,New World Sparrows,issf,33278,sonspa,
sonspa6,avibase-06B8370F,Melospiza melodia sanaka/maxima,Song Sparrow (sanaka/maxima),Passeriformes,Passerellidae,New World Sparrows,issf,33281,sonspa,
sonspa4,avibase-5E21B6BA,Melospiza melodia [rufina Group],Song Sparrow (rufina Group),Passeriformes,Passerellidae,New World Sparrows,issf,33284,sonspa,
sonspa7,avibase-95F4779F,Melospiza melodia montana/merrilli,Song Sparrow (montana/merrilli),Passeriformes,Passerellidae,New World Sparrows,issf,33290,sonspa,
sonspa5,avibase-C45F7C5E,Melospiza melodia [heermanni Group],Song Sparrow (heermanni Group),Passeriformes,Passerellidae,New World Sparrows,issf,33293,sonspa,
sonspa8,avibase-85683495,Melospiza melodia samuelsis,Song Sparrow (samuelsis),Passeriformes,Passerellidae,New World Sparrows,issf,33299,sonspa,
sonspa9,avibase-01E78084,Melospiza melodia pusillula,Song Sparrow (pusillula),Passeriformes,Passerellidae,New World Sparrows,issf,33300,sonspa,
sonspa1,avibase-2E056027,Melospiza melodia [fallax Group],Song Sparrow (fallax Group),Passeriformes,Passerellidae,New World Sparrows,issf,33301,sonspa,
sonspa3,avibase-ABC9F98A,Melospiza melodia [mexicana Group],Song Sparrow (mexicana Group),Passeriformes,Passerellidae,New World Sparrows,issf,33305,sonspa,
linspa,avibase-AF49F890,Melospiza lincolnii,Lincoln's Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33310,,FALSE
x00474,avibase-0C9C26EC,Melospiza melodia x lincolnii,Song x Lincoln's Sparrow (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33314,,
swaspa,avibase-4E192262,Melospiza georgiana,Swamp Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33315,,FALSE
x00702,avibase-AD4664E3,Melospiza melodia x georgiana,Song x Swamp Sparrow (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33319,,
y00688,avibase-F7733C48,Melospiza lincolnii/georgiana,Lincoln's/Swamp Sparrow,Passeriformes,Passerellidae,New World Sparrows,slash,33320,,
laffin1,avibase-EF23B33C,Pezopetes capitalis,Large-footed Finch,Passeriformes,Passerellidae,New World Sparrows,species,33321,,FALSE
zapspa1,avibase-CFFCE908,Torreornis inexpectata,Zapata Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33322,,FALSE
rcgspa1,avibase-876C97F1,Melozone kieneri,Rusty-crowned Ground-Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33326,,FALSE
cantow,avibase-FE69A9C4,Melozone fusca,Canyon Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33330,,FALSE
whttow1,avibase-55F64B73,Melozone albicollis,White-throated Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33341,,FALSE
abetow,avibase-2C9B6D93,Melozone aberti,Abert's Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33344,,FALSE
x00870,avibase-2E7CC1D5,Melozone fusca x aberti,Canyon x Abert's Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33348,,
y00331,avibase-845A9735,Melozone fusca/aberti,Canyon/Abert's Towhee,Passeriformes,Passerellidae,New World Sparrows,slash,33349,,
caltow,avibase-B745D852,Melozone crissalis,California Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33350,,FALSE
x01138,avibase-EBC0C434,Melozone aberti x crissalis,Abert's x California Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33356,,
whegrs1,avibase-A93FF062,Melozone occipitalis,Gray-crowned Ground-Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33357,,FALSE
whegrs2,avibase-10596E74,Melozone leucotis,White-eared Ground-Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33358,,FALSE
pregrs1,avibase-36359AD1,Melozone biarcuata,White-faced Ground-Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33361,,FALSE
pregrs2,avibase-2B98D285,Melozone cabanisi,Cabanis's Ground-Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33362,,FALSE
russpa1,avibase-B1BE75EB,Aimophila rufescens,Rusty Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33363,,FALSE
rucspa,avibase-7784B060,Aimophila ruficeps,Rufous-crowned Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33371,,FALSE
oaxspa1,avibase-D787A400,Aimophila notosticta,Oaxaca Sparrow,Passeriformes,Passerellidae,New World Sparrows,species,33384,,FALSE
gnttow,avibase-45D829B3,Pipilo chlorurus,Green-tailed Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33385,,FALSE
spotow,avibase-58E25701,Pipilo maculatus,Spotted Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33386,,FALSE
spotow1,avibase-D98CADDC,Pipilo maculatus [oregonus Group],Spotted Towhee (oregonus Group),Passeriformes,Passerellidae,New World Sparrows,issf,33387,spotow,
spotow5,avibase-342F4BAC,Pipilo maculatus arcticus,Spotted Towhee (arcticus),Passeriformes,Passerellidae,New World Sparrows,issf,33395,spotow,
spotow2,avibase-9146B665,Pipilo maculatus [maculatus Group],Spotted Towhee (maculatus Group),Passeriformes,Passerellidae,New World Sparrows,issf,33396,spotow,
spotow3,avibase-EA3F7B80,Pipilo maculatus macronyx,Spotted Towhee (Olive-backed),Passeriformes,Passerellidae,New World Sparrows,issf,33409,spotow,
spotow4,avibase-26AB0890,Pipilo maculatus socorroensis,Spotted Towhee (Socorro),Passeriformes,Passerellidae,New World Sparrows,issf,33410,spotow,
x00475,avibase-D52B1BC8,Arremon brunneinucha x Pipilo maculatus,Chestnut-capped Brushfinch x Spotted Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33411,,
x00476,avibase-BD7C4715,Melozone fusca x Pipilo maculatus,Canyon x Spotted Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33412,,
x01249,avibase-D2D56E0B,Melozone crissalis x Pipilo maculatus,California x Spotted Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33413,,
x00706,avibase-8D2850CF,Pipilo chlorurus x maculatus,Green-tailed x Spotted Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33414,,
eastow,avibase-6090278A,Pipilo erythrophthalmus,Eastern Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33415,,FALSE
eastow1,avibase-703635C7,Pipilo erythrophthalmus erythrophthalmus/canaster,Eastern Towhee (Red-eyed),Passeriformes,Passerellidae,New World Sparrows,issf,33416,eastow,
eastow2,avibase-1B5CFBC0,Pipilo erythrophthalmus alleni/rileyi,Eastern Towhee (White-eyed),Passeriformes,Passerellidae,New World Sparrows,issf,33419,eastow,
x00446,avibase-2DDD5E31,Pipilo maculatus x erythrophthalmus,Spotted x Eastern Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33422,,
y00226,avibase-D994DDC9,Pipilo maculatus/erythrophthalmus,Spotted/Eastern Towhee (Rufous-sided Towhee),Passeriformes,Passerellidae,New World Sparrows,slash,33423,,
bertow1,avibase-52A41B18,Pipilo naufragus,Bermuda Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33424,,TRUE
coltow1,avibase-3900E731,Pipilo ocai,Collared Towhee,Passeriformes,Passerellidae,New World Sparrows,species,33425,,FALSE
x00445,avibase-975C0165,Pipilo maculatus x ocai,Spotted x Collared Towhee (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33431,,
towhee1,avibase-608AF9E8,Melozone/Pipilo sp.,towhee sp.,Passeriformes,Passerellidae,New World Sparrows,spuh,33432,,
rcbfin1,avibase-FB47A4AE,Atlapetes pileatus,Rufous-capped Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33433,,FALSE
wnbfin1,avibase-BED7D8CC,Atlapetes albinucha,White-naped Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33436,,FALSE
whnbrf1,avibase-BFF6B54C,Atlapetes albinucha albinucha,White-naped Brushfinch (White-naped),Passeriformes,Passerellidae,New World Sparrows,issf,33437,wnbfin1,
whnbrf2,avibase-EE1B5323,Atlapetes albinucha [gutturalis Group],White-naped Brushfinch (Yellow-throated),Passeriformes,Passerellidae,New World Sparrows,issf,33438,wnbfin1,
yetfin1,avibase-4CB9ABDC,Atlapetes tibialis,Yellow-thighed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33446,,FALSE
yegfin1,avibase-BCFC9B1D,Atlapetes luteoviridis,Yellow-green Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33447,,FALSE
mobfin1,avibase-3D4BB93D,Atlapetes albofrenatus,Moustached Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33448,,FALSE
moubru1,avibase-054753E8,Atlapetes albofrenatus albofrenatus,Moustached Brushfinch (Moustached),Passeriformes,Passerellidae,New World Sparrows,issf,33449,mobfin1,
moubru2,avibase-FF7D80E0,Atlapetes albofrenatus meridae,Moustached Brushfinch (Merida),Passeriformes,Passerellidae,New World Sparrows,issf,33450,mobfin1,
tebfin1,avibase-2AFDFA77,Atlapetes personatus,Tepui Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33451,,FALSE
smbfin1,avibase-71DAB8C3,Atlapetes melanocephalus,Santa Marta Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33458,,FALSE
obbfin1,avibase-22518A82,Atlapetes semirufus,Ochre-breasted Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33459,,FALSE
yehbrf1,avibase-19C9112F,Atlapetes flaviceps,Yellow-headed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33466,,FALSE
dhbfin1,avibase-313A1403,Atlapetes fuscoolivaceus,Dusky-headed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33467,,FALSE
x01092,avibase-3D08DCCE,Atlapetes albinucha x fuscoolivaceus,White-naped x Dusky-headed Brushfinch (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33468,,
wrbfin1,avibase-1DCF89A9,Atlapetes leucopis,White-rimmed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33469,,FALSE
whbfin1,avibase-DC3A82AB,Atlapetes albiceps,White-headed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33470,,FALSE
rebfin1,avibase-B36F4464,Atlapetes rufigenis,Rufous-eared Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33471,,FALSE
tribrf1,avibase-14D41E23,Atlapetes crassus,Choco Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33472,,FALSE
tribrf2,avibase-7FE52D63,Atlapetes tricolor,Golden-crowned Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33473,,FALSE
slabru1,avibase-7A6A8753,Atlapetes schistaceus,Northern Slaty Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33474,,FALSE
slabru2,avibase-B0DF25DD,Atlapetes taczanowskii,Peruvian Slaty Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33479,,FALSE
pnbfin1,avibase-B4E51F83,Atlapetes pallidinucha,Pale-naped Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33480,,FALSE
antbrf1,avibase-EFE3658B,Atlapetes blancae,Antioquia Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33483,,FALSE
yebbru1,avibase-FB4C2D40,Atlapetes nigrifrons,Black-fronted Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33484,,FALSE
x01201,avibase-F4E1588A,Atlapetes albofrenatus x nigrifrons,Moustached x Black-fronted Brushfinch (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33485,,
yebbru2,avibase-9FE395E9,Atlapetes latinuchus,Yellow-breasted Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33486,,FALSE
wwbfin1,avibase-B46A722B,Atlapetes leucopterus,White-winged Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33495,,FALSE
whwbrf1,avibase-2FA609DC,Atlapetes leucopterus leucopterus/dresseri,White-winged Brushfinch (White-winged),Passeriformes,Passerellidae,New World Sparrows,issf,33496,wwbfin1,
whwbrf2,avibase-DDDB0C05,Atlapetes leucopterus paynteri,White-winged Brushfinch (Paynter's),Passeriformes,Passerellidae,New World Sparrows,issf,33499,wwbfin1,
phbfin1,avibase-E350CC20,Atlapetes pallidiceps,Pale-headed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33500,,FALSE
bcbfin1,avibase-2E52D2F3,Atlapetes seebohmi,Bay-crowned Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33501,,FALSE
rbbfin1,avibase-B6DD68BC,Atlapetes nationi,Rusty-bellied Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33505,,FALSE
apubrf1,avibase-13357BFE,Atlapetes forbesi,Apurimac Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33508,,FALSE
bksbrf1,avibase-43F4F789,Atlapetes melanopsis,Black-spectacled Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33509,,FALSE
vilbrf1,avibase-B8F9BCA6,Atlapetes terborghi,Vilcabamba Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33510,,FALSE
cuzbrf1,avibase-9169054E,Atlapetes canigenis,Cuzco Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33511,,FALSE
bkfbrf1,avibase-F0263CAC,Atlapetes melanolaemus,Black-faced Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33512,,FALSE
rnbfin1,avibase-C9C868E0,Atlapetes rufinucha,Bolivian Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33513,,FALSE
x00477,avibase-FC6FBD96,Atlapetes melanolaemus x rufinucha,Black-faced x Bolivian Brushfinch (hybrid),Passeriformes,Passerellidae,New World Sparrows,hybrid,33516,,
fhbfin1,avibase-280F5CC1,Atlapetes fulviceps,Fulvous-headed Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33517,,FALSE
ysbfin1,avibase-CB530B1A,Atlapetes citrinellus,Yellow-striped Brushfinch,Passeriformes,Passerellidae,New World Sparrows,species,33518,,FALSE
atlape1,avibase-2D796C77,Atlapetes sp.,Atlapetes sp.,Passeriformes,Passerellidae,New World Sparrows,spuh,33519,,
sparro1,avibase-081D9B25,Passerellidae sp.,new world sparrow sp.,Passeriformes,Passerellidae,New World Sparrows,spuh,33520,,
wectan1,avibase-2C4E4A3C,Calyptophilus tertius,Western Chat-Tanager,Passeriformes,Calyptophilidae,Chat-Tanagers,species,33522,,FALSE
eactan1,avibase-FD0EC029,Calyptophilus frugivorus,Eastern Chat-Tanager,Passeriformes,Calyptophilidae,Chat-Tanagers,species,33523,,FALSE
bcptan1,avibase-0979B6B9,Phaenicophilus palmarum,Black-crowned Palm-Tanager,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33528,,FALSE
gcptan1,avibase-D3C190C7,Phaenicophilus poliocephalus,Gray-crowned Palm-Tanager,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33529,,FALSE
x00901,avibase-42875C7A,Phaenicophilus palmarum x poliocephalus,Black-crowned x Gray-crowned Palm-Tanager (hybrid),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,hybrid,33533,,
y01166,avibase-E791F804,Phaenicophilus palmarum/poliocephalus,Black-crowned/Gray-crowned Palm-Tanager,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,slash,33534,,
whwwar1,avibase-1F5D926C,Xenoligea montana,White-winged Warbler,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33535,,FALSE
grtwar1,avibase-CE22ADAB,Microligea palustris,Green-tailed Warbler,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33536,,FALSE
purtan1,avibase-055C562F,Nesospingus speculiferus,Puerto Rican Tanager,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33539,,FALSE
wesspi,avibase-AA587D5F,Spindalis zena,Western Spindalis,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33540,,FALSE
wesspi2,avibase-C05B2D3E,Spindalis zena zena,Western Spindalis (Bahamas Black-backed),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,issf,33541,wesspi,
wesspi3,avibase-A5872597,Spindalis zena townsendi,Western Spindalis (Bahamas Green-backed),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,issf,33542,wesspi,
wesspi4,avibase-A2BC13D0,Spindalis zena pretrei,Western Spindalis (Cuban),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,issf,33543,wesspi,
wesspi5,avibase-F0CAAACC,Spindalis zena salvini,Western Spindalis (Grand Cayman I.),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,issf,33544,wesspi,
wesspi6,avibase-24F3ACE0,Spindalis zena benedicti,Western Spindalis (Cozumel I.),Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,issf,33545,wesspi,
jamspi,avibase-611D2C6B,Spindalis nigricephala,Jamaican Spindalis,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33546,,FALSE
hisspi,avibase-E5BFABA7,Spindalis dominicensis,Hispaniolan Spindalis,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33547,,FALSE
purspi,avibase-5B4FFF78,Spindalis portoricensis,Puerto Rican Spindalis,Passeriformes,Phaenicophilidae,Greater Antillean Tanagers,species,33548,,FALSE
wrenth1,avibase-1A2164E0,Zeledonia coronata,Wrenthrush,Passeriformes,Zeledoniidae,Wrenthrush,species,33550,,FALSE
yehwar1,avibase-C235BE95,Teretistris fernandinae,Yellow-headed Warbler,Passeriformes,Teretistridae,Cuban Warblers,species,33552,,FALSE
oriwar1,avibase-F40FB0E8,Teretistris fornsi,Oriente Warbler,Passeriformes,Teretistridae,Cuban Warblers,species,33553,,FALSE
x00935,avibase-7EA75376,Teretistris fernandinae x fornsi,Yellow-headed x Oriente Warbler (hybrid),Passeriformes,Teretistridae,Cuban Warblers,hybrid,33556,,
y01167,avibase-A8D5CAF2,Teretistris fernandinae/fornsi,Yellow-headed/Oriente Warbler,Passeriformes,Teretistridae,Cuban Warblers,slash,33557,,
yebcha,avibase-734C73A9,Icteria virens,Yellow-breasted Chat,Passeriformes,Icteriidae,Yellow-breasted Chat,species,33559,,FALSE
yebcha1,avibase-0993CBBA,Icteria virens virens,Yellow-breasted Chat (virens),Passeriformes,Icteriidae,Yellow-breasted Chat,issf,33560,yebcha,
yebcha2,avibase-86889FB2,Icteria virens auricollis,Yellow-breasted Chat (auricollis),Passeriformes,Icteriidae,Yellow-breasted Chat,issf,33561,yebcha,
yehbla,avibase-3E2D0C9B,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,Passeriformes,Icteridae,Troupials and Allies,species,33563,,FALSE
boboli,avibase-F845062F,Dolichonyx oryzivorus,Bobolink,Passeriformes,Icteridae,Troupials and Allies,species,33564,,FALSE
wesmea,avibase-4A5B4883,Sturnella neglecta,Western Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33565,,FALSE
easmea,avibase-8CD66855,Sturnella magna,Eastern Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33568,,FALSE
easmea3,avibase-74323574,Sturnella magna hippocrepis,Eastern Meadowlark (Cuban),Passeriformes,Icteridae,Troupials and Allies,issf,33569,easmea,
easmea2,avibase-1EA5144D,Sturnella magna [magna Group],Eastern Meadowlark (Eastern),Passeriformes,Icteridae,Troupials and Allies,issf,33570,easmea,
x00827,avibase-D2D7CD2C,Sturnella neglecta x magna,Western x Eastern Meadowlark (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33585,,
meadow,avibase-7D31DA28,Sturnella neglecta/magna,Western/Eastern Meadowlark,Passeriformes,Icteridae,Troupials and Allies,slash,33586,,
lilmea2,avibase-F707BD5F,Sturnella lilianae,Chihuahuan Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33587,,FALSE
x01085,avibase-F73153CD,Sturnella neglecta x lilianae,Western x Chihuahuan Meadowlark (hybrid),Passeriformes,Icteridae,Troupials and Allies,hybrid,33590,,
y01183,avibase-1927470F,Sturnella neglecta/lilianae,Western/Chihuahuan Meadowlark,Passeriformes,Icteridae,Troupials and Allies,slash,33591,,
y01184,avibase-27410227,Sturnella magna/lilianae,Eastern/Chihuahuan Meadowlark,Passeriformes,Icteridae,Troupials and Allies,slash,33592,,
stumea1,avibase-EBBCB12E,Sturnella sp.,Sturnella meadowlark sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33593,,
rebbla1,avibase-5E08EF73,Leistes militaris,Red-breasted Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33594,,FALSE
whbbla2,avibase-2A95552E,Leistes superciliaris,White-browed Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33595,,FALSE
permea1,avibase-822B2E03,Leistes bellicosus,Peruvian Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33596,,FALSE
pammea1,avibase-E39D145D,Leistes defilippii,Pampas Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33599,,FALSE
lotmea1,avibase-116A0791,Leistes loyca,Long-tailed Meadowlark,Passeriformes,Icteridae,Troupials and Allies,species,33600,,FALSE
lotmea6,avibase-B888CE04,Leistes loyca obscurus,Long-tailed Meadowlark (Sierran),Passeriformes,Icteridae,Troupials and Allies,issf,33601,lotmea1,
lotmea5,avibase-E23759F5,Leistes loyca [loyca Group],Long-tailed Meadowlark (Long-tailed),Passeriformes,Icteridae,Troupials and Allies,issf,33602,lotmea1,
leiste1,avibase-CB9F7058,Leistes sp.,Leistes sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33606,,
yebcac1,avibase-8DAADD7F,Amblycercus holosericeus,Yellow-billed Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33607,,FALSE
yebcac2,avibase-2037D32F,Amblycercus holosericeus holosericeus/flavirostris,Yellow-billed Cacique (Prevost's),Passeriformes,Icteridae,Troupials and Allies,issf,33608,yebcac1,
yebcac3,avibase-935B32C8,Amblycercus holosericeus australis,Yellow-billed Cacique (Chapman's),Passeriformes,Icteridae,Troupials and Allies,issf,33611,yebcac1,
yewcac1,avibase-B966FC72,Cassiculus melanicterus,Yellow-winged Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33612,,FALSE
ruboro1,avibase-A7ED11A4,Psarocolius angustifrons,Russet-backed Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33613,,FALSE
ruboro2,avibase-3A9903BB,Psarocolius angustifrons [angustifrons Group],Russet-backed Oropendola (Russet-backed),Passeriformes,Icteridae,Troupials and Allies,issf,33614,ruboro1,
ruboro3,avibase-F65127F8,Psarocolius angustifrons oleagineus,Russet-backed Oropendola (Green-billed),Passeriformes,Icteridae,Troupials and Allies,issf,33621,ruboro1,
dugoro1,avibase-9EAB043D,Psarocolius atrovirens,Dusky-green Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33622,,FALSE
greoro1,avibase-FC234BA1,Psarocolius viridis,Green Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33623,,FALSE
creoro1,avibase-509940AF,Psarocolius decumanus,Crested Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33624,,FALSE
chhoro1,avibase-0B4AD6B3,Psarocolius wagleri,Chestnut-headed Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33629,,FALSE
monoro1,avibase-156BF650,Psarocolius montezuma,Montezuma Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33632,,FALSE
blaoro1,avibase-0BA83156,Psarocolius guatimozinus,Black Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33633,,FALSE
bauoro2,avibase-B7EA49C4,Psarocolius cassini,Baudo Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33634,,FALSE
olioro1,avibase-F1A7591B,Psarocolius bifasciatus,Olive Oropendola,Passeriformes,Icteridae,Troupials and Allies,species,33635,,FALSE
olioro2,avibase-6DF6B219,Psarocolius bifasciatus yuracares/neivae,Olive Oropendola (Amazonian),Passeriformes,Icteridae,Troupials and Allies,issf,33636,olioro1,
olioro3,avibase-DCEE63B7,Psarocolius bifasciatus bifasciatus,Olive Oropendola (Para),Passeriformes,Icteridae,Troupials and Allies,issf,33639,olioro1,
oropen1,avibase-4E3EDB36,Psarocolius sp.,oropendola sp.,Passeriformes,Icteridae,Troupials and Allies,spuh,33640,,
sobcac1,avibase-FF72F24A,Cacicus solitarius,Solitary Black Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33641,,FALSE
gowcac1,avibase-F2510641,Cacicus chrysopterus,Golden-winged Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33642,,FALSE
ecucac1,avibase-91B94FDB,Cacicus sclateri,Ecuadorian Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33643,,FALSE
selcac1,avibase-7354E7B8,Cacicus koepckeae,Selva Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33644,,FALSE
scrcac1,avibase-73399D4E,Cacicus uropygialis,Scarlet-rumped Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33645,,FALSE
scrcac2,avibase-3D0A4048,Cacicus uropygialis microrhynchus,Scarlet-rumped Cacique (Scarlet-rumped),Passeriformes,Icteridae,Troupials and Allies,issf,33646,scrcac1,
scrcac3,avibase-43C2C997,Cacicus uropygialis pacificus,Scarlet-rumped Cacique (Pacific),Passeriformes,Icteridae,Troupials and Allies,issf,33647,scrcac1,
scrcac4,avibase-BD9FCAA1,Cacicus uropygialis uropygialis,Scarlet-rumped Cacique (Subtropical),Passeriformes,Icteridae,Troupials and Allies,issf,33648,scrcac1,
yercac1,avibase-EC71EBAC,Cacicus cela,Yellow-rumped Cacique,Passeriformes,Icteridae,Troupials and Allies,species,33649,,FALSE
yercac3,avibase-B78F7C73,Cacicus cela flavicrissus/vitellinus,Yellow-rumped Cacique (Western),Passeriformes,Icteridae,Troupials and Allies,issf,33650,yercac1,
yercac2,avibase-5EFA0D83,Cacicus cela cela,Yellow-rumped Cacique (Amazonian),Passeriformes,Icteridae,Troupials and Allies,issf,33653,yercac1,
