species_code,taxon_concept_id,scientific_name,common_name,order,family,family_common,category,taxonomic_order,report_as,extinct
rerfru1,avibase-50B7979C,Pyroderus scutatus,Red-ruffed Fruitcrow,Passeriformes,Cotingidae,Cotingas,species,15911,,FALSE
banumb1,avibase-DCB1B70D,Cephalopterus glabricollis,Bare-necked Umbrellabird,Passeriformes,Cotingidae,Cotingas,species,15917,,FALSE
amaumb1,avibase-5892D240,Cephalopterus ornatus,Amazonian Umbrellabird,Passeriformes,Cotingidae,Cotingas,species,15918,,FALSE
lowumb1,avibase-7171CA71,Cephalopterus penduliger,Long-wattled Umbrellabird,Passeriformes,Cotingidae,Cotingas,species,15919,,FALSE
capuch1,avibase-5E05CF2C,Perissocephalus tricolor,Capuchinbird,Passeriformes,Cotingidae,Cotingas,species,15920,,FALSE
lovcot1,avibase-6D5FE7C8,Cotinga amabilis,Lovely Cotinga,Passeriformes,Cotingidae,Cotingas,species,15921,,FALSE
turcot1,avibase-EADC7DCB,Cotinga ridgwayi,Turquoise Cotinga,Passeriformes,Cotingidae,Cotingas,species,15922,,FALSE
blucot1,avibase-206E4EAA,Cotinga nattererii,Blue Cotinga,Passeriformes,Cotingidae,Cotingas,species,15923,,FALSE
pltcot1,avibase-4E7079A1,Cotinga maynana,Plum-throated Cotinga,Passeriformes,Cotingidae,Cotingas,species,15924,,FALSE
pubcot1,avibase-6F0076C1,Cotinga cotinga,Purple-breasted Cotinga,Passeriformes,Cotingidae,Cotingas,species,15925,,FALSE
bancot1,avibase-35891611,Cotinga maculata,Banded Cotinga,Passeriformes,Cotingidae,Cotingas,species,15926,,FALSE
spacot1,avibase-0AEB98CC,Cotinga cayana,Spangled Cotinga,Passeriformes,Cotingidae,Cotingas,species,15927,,FALSE
blucot2,avibase-0066EEB5,Cotinga sp.,blue cotinga sp.,Passeriformes,Cotingidae,Cotingas,spuh,15928,,
rufpih1,avibase-EF5C2BE1,Lipaugus unirufus,Rufous Piha,Passeriformes,Cotingidae,Cotingas,species,15929,,FALSE
rocpih1,avibase-33D1F117,Lipaugus streptophorus,Rose-collared Piha,Passeriformes,Cotingidae,Cotingas,species,15932,,FALSE
scrpih1,avibase-7F74A595,Lipaugus vociferans,Screaming Piha,Passeriformes,Cotingidae,Cotingas,species,15933,,FALSE
civpih1,avibase-56D22505,Lipaugus lanioides,Cinnamon-vented Piha,Passeriformes,Cotingidae,Cotingas,species,15934,,FALSE
bagcot1,avibase-99978F19,Lipaugus ater,Black-and-gold Cotinga,Passeriformes,Cotingidae,Cotingas,species,15935,,FALSE
gywcot1,avibase-3E1D4D61,Lipaugus conditus,Gray-winged Cotinga,Passeriformes,Cotingidae,Cotingas,species,15936,,FALSE
chcpih1,avibase-5309608B,Lipaugus weberi,Chestnut-capped Piha,Passeriformes,Cotingidae,Cotingas,species,15937,,FALSE
duspih1,avibase-DB7C4B4C,Lipaugus fuscocinereus,Dusky Piha,Passeriformes,Cotingidae,Cotingas,species,15938,,FALSE
scwpih1,avibase-BE88CB54,Lipaugus uropygialis,Scimitar-winged Piha,Passeriformes,Cotingidae,Cotingas,species,15939,,FALSE
thwbel,avibase-7818C61C,Procnias tricarunculatus,Three-wattled Bellbird,Passeriformes,Cotingidae,Cotingas,species,15940,,FALSE
whibel2,avibase-756A7501,Procnias albus,White Bellbird,Passeriformes,Cotingidae,Cotingas,species,15941,,FALSE
beabel1,avibase-C5682CE4,Procnias averano,Bearded Bellbird,Passeriformes,Cotingidae,Cotingas,species,15944,,FALSE
batbel1,avibase-B5B626C7,Procnias nudicollis,Bare-throated Bellbird,Passeriformes,Cotingidae,Cotingas,species,15947,,FALSE
putcot1,avibase-0B8453B7,Porphyrolaema porphyrolaema,Purple-throated Cotinga,Passeriformes,Cotingidae,Cotingas,species,15948,,FALSE
bltcot1,avibase-4A9F7370,Carpodectes hopkei,Black-tipped Cotinga,Passeriformes,Cotingidae,Cotingas,species,15949,,FALSE
yebcot1,avibase-1498FEE2,Carpodectes antoniae,Yellow-billed Cotinga,Passeriformes,Cotingidae,Cotingas,species,15950,,FALSE
snocot1,avibase-353F2DD3,Carpodectes nitidus,Snowy Cotinga,Passeriformes,Cotingidae,Cotingas,species,15951,,FALSE
pomcot1,avibase-FCFA9431,Xipholena punicea,Pompadour Cotinga,Passeriformes,Cotingidae,Cotingas,species,15952,,FALSE
whtcot1,avibase-93DBB062,Xipholena lamellipennis,White-tailed Cotinga,Passeriformes,Cotingidae,Cotingas,species,15953,,FALSE
whwcot1,avibase-5C47B2C6,Xipholena atropurpurea,White-winged Cotinga,Passeriformes,Cotingidae,Cotingas,species,15954,,FALSE
banfru1,avibase-B4177148,Gymnoderus foetidus,Bare-necked Fruitcrow,Passeriformes,Cotingidae,Cotingas,species,15955,,FALSE
blfcot1,avibase-65DFFBD4,Conioptilon mcilhennyi,Black-faced Cotinga,Passeriformes,Cotingidae,Cotingas,species,15956,,FALSE
blttit1,avibase-CB7A4FE8,Tityra cayana,Black-tailed Tityra,Passeriformes,Tityridae,Tityras and Allies,species,15958,,FALSE
bkttit4,avibase-36E5F06B,Tityra cayana braziliensis,Black-tailed Tityra (Eastern),Passeriformes,Tityridae,Tityras and Allies,issf,15959,blttit1,
bkttit5,avibase-EB675DF1,Tityra cayana cayana,Black-tailed Tityra (Western),Passeriformes,Tityridae,Tityras and Allies,issf,15960,blttit1,
blctit1,avibase-85750F2B,Tityra inquisitor,Black-crowned Tityra,Passeriformes,Tityridae,Tityras and Allies,species,15961,,FALSE
whttit2,avibase-8B9C1238,Tityra leucura,White-tailed Tityra,Passeriformes,Tityridae,Tityras and Allies,species,15968,,FALSE
mastit1,avibase-EA93E0B1,Tityra semifasciata,Masked Tityra,Passeriformes,Tityridae,Tityras and Allies,species,15969,,FALSE
tityra1,avibase-7FA93BA7,Tityra sp.,tityra sp.,Passeriformes,Tityridae,Tityras and Allies,spuh,15979,,
varsch1,avibase-FDC79991,Schiffornis major,Varzea Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15980,,FALSE
thlsch7,avibase-5CA8A372,Schiffornis olivacea,Olivaceous Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15983,,FALSE
thlsch2,avibase-BB758322,Schiffornis veraepacis,Northern Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15984,,FALSE
norsch1,avibase-2FD3A7CC,Schiffornis veraepacis [veraepacis Group],Northern Schiffornis (Northern),Passeriformes,Tityridae,Tityras and Allies,issf,15985,thlsch2,
thlsch5,avibase-1437D750,Schiffornis veraepacis rosenbergi,Northern Schiffornis (Ecuadorian),Passeriformes,Tityridae,Tityras and Allies,issf,15989,thlsch2,
thlsch8,avibase-9A159343,Schiffornis aenea,Foothill Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15990,,FALSE
thlsch4,avibase-32718B62,Schiffornis stenorhyncha,Russet-winged Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15991,,FALSE
thlsch3,avibase-D54C8603,Schiffornis turdina,Brown-winged Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,15994,,FALSE
thlsch6,avibase-7817D0F0,Schiffornis turdina amazonum,Brown-winged Schiffornis (West Amazonian),Passeriformes,Tityridae,Tityras and Allies,issf,15995,thlsch3,
bnwsch2,avibase-19BE4CF6,Schiffornis turdina wallacii,Brown-winged Schiffornis (East Amazonian),Passeriformes,Tityridae,Tityras and Allies,issf,15996,thlsch3,
bnwsch3,avibase-820AB3BF,Schiffornis turdina steinbachi,Brown-winged Schiffornis (Peruvian),Passeriformes,Tityridae,Tityras and Allies,issf,15997,thlsch3,
bnwsch1,avibase-F615AE26,Schiffornis turdina turdina/intermedia,Brown-winged Schiffornis (Atlantic),Passeriformes,Tityridae,Tityras and Allies,issf,15998,thlsch3,
gresch2,avibase-DC638A66,Schiffornis virescens,Greenish Schiffornis,Passeriformes,Tityridae,Tityras and Allies,species,16001,,FALSE
thlsch,avibase-D0950748,Schiffornis sp.,schiffornis sp.,Passeriformes,Tityridae,Tityras and Allies,spuh,16002,,
cinmou1,avibase-8C350908,Laniocera hypopyrra,Cinereous Mourner,Passeriformes,Tityridae,Tityras and Allies,species,16003,,FALSE
spemou1,avibase-7609CE39,Laniocera rufescens,Speckled Mourner,Passeriformes,Tityridae,Tityras and Allies,species,16004,,FALSE
whbpur1,avibase-C12DB91E,Iodopleura isabellae,White-browed Purpletuft,Passeriformes,Tityridae,Tityras and Allies,species,16008,,FALSE
duspur1,avibase-F3AFDDC3,Iodopleura fusca,Dusky Purpletuft,Passeriformes,Tityridae,Tityras and Allies,species,16011,,FALSE
butpur1,avibase-57EC4803,Iodopleura pipra,Buff-throated Purpletuft,Passeriformes,Tityridae,Tityras and Allies,species,16012,,FALSE
butpur2,avibase-A0246D73,Iodopleura pipra leucopygia,Buff-throated Purpletuft (Northern),Passeriformes,Tityridae,Tityras and Allies,issf,16013,butpur1,
butpur3,avibase-817BC9CF,Iodopleura pipra pipra,Buff-throated Purpletuft (Southern),Passeriformes,Tityridae,Tityras and Allies,issf,16014,butpur1,
shlcot2,avibase-73808E99,Laniisoma buckleyi,Andean Laniisoma,Passeriformes,Tityridae,Tityras and Allies,species,16015,,FALSE
shlcot3,avibase-A13F03C6,Laniisoma elegans,Brazilian Laniisoma,Passeriformes,Tityridae,Tityras and Allies,species,16019,,FALSE
whnxen1,avibase-7F7A0ED6,Xenopsaris albinucha,White-naped Xenopsaris,Passeriformes,Tityridae,Tityras and Allies,species,16020,,FALSE
grbbec1,avibase-6D956489,Pachyramphus viridis,Green-backed Becard,Passeriformes,Tityridae,Tityras and Allies,species,16023,,FALSE
gnbbec2,avibase-5CD02C41,Pachyramphus viridis xanthogenys/peruanus,Green-backed Becard (Yellow-cheeked),Passeriformes,Tityridae,Tityras and Allies,issf,16024,grbbec1,
gnbbec3,avibase-4E9CE72A,Pachyramphus viridis griseigularis,Green-backed Becard (Green-cheeked),Passeriformes,Tityridae,Tityras and Allies,issf,16027,grbbec1,
gnbbec1,avibase-5D61BA65,Pachyramphus viridis viridis,Green-backed Becard (Green-backed),Passeriformes,Tityridae,Tityras and Allies,issf,16028,grbbec1,
barbec1,avibase-69B72BD0,Pachyramphus versicolor,Barred Becard,Passeriformes,Tityridae,Tityras and Allies,species,16029,,FALSE
slabec1,avibase-FECCFDAF,Pachyramphus spodiurus,Slaty Becard,Passeriformes,Tityridae,Tityras and Allies,species,16033,,FALSE
cinbec2,avibase-69D111A7,Pachyramphus rufus,Cinereous Becard,Passeriformes,Tityridae,Tityras and Allies,species,16034,,FALSE
cinbec1,avibase-BBABBA53,Pachyramphus cinnamomeus,Cinnamon Becard,Passeriformes,Tityridae,Tityras and Allies,species,16037,,FALSE
chcbec1,avibase-3A6FE3D7,Pachyramphus castaneus,Chestnut-crowned Becard,Passeriformes,Tityridae,Tityras and Allies,species,16042,,FALSE
whwbec1,avibase-CE997BBD,Pachyramphus polychopterus,White-winged Becard,Passeriformes,Tityridae,Tityras and Allies,species,16048,,FALSE
bawbec7,avibase-635B3BEC,Pachyramphus albogriseus,Black-and-white Becard,Passeriformes,Tityridae,Tityras and Allies,species,16057,,FALSE
bawbec6,avibase-7CF1D272,Pachyramphus salvini,Cryptic Becard,Passeriformes,Tityridae,Tityras and Allies,species,16060,,FALSE
bawbec1,avibase-0F9B6F63,Pachyramphus albogriseus/salvini,Black-and-white/Cryptic Becard,Passeriformes,Tityridae,Tityras and Allies,slash,16061,,
grcbec1,avibase-1E00CDF2,Pachyramphus major,Gray-collared Becard,Passeriformes,Tityridae,Tityras and Allies,species,16062,,FALSE
gycbec2,avibase-62E100BF,Pachyramphus major uropygialis,Gray-collared Becard (Western),Passeriformes,Tityridae,Tityras and Allies,issf,16063,grcbec1,
gycbec1,avibase-822932F3,Pachyramphus major [major Group],Gray-collared Becard (Eastern),Passeriformes,Tityridae,Tityras and Allies,issf,16064,grcbec1,
blcbec1,avibase-FC849C19,Pachyramphus marginatus,Black-capped Becard,Passeriformes,Tityridae,Tityras and Allies,species,16069,,FALSE
glbbec1,avibase-14726786,Pachyramphus surinamus,Glossy-backed Becard,Passeriformes,Tityridae,Tityras and Allies,species,16072,,FALSE
rotbec,avibase-D7CCEB96,Pachyramphus aglaiae,Rose-throated Becard,Passeriformes,Tityridae,Tityras and Allies,species,16073,,FALSE
jambec1,avibase-7D41A02F,Pachyramphus niger,Jamaican Becard,Passeriformes,Tityridae,Tityras and Allies,species,16082,,FALSE
oncbec1,avibase-5B66BF7C,Pachyramphus homochrous,One-colored Becard,Passeriformes,Tityridae,Tityras and Allies,species,16083,,FALSE
pitbec1,avibase-58599303,Pachyramphus minor,Pink-throated Becard,Passeriformes,Tityridae,Tityras and Allies,species,16087,,FALSE
crebec1,avibase-DE6F8886,Pachyramphus validus,Crested Becard,Passeriformes,Tityridae,Tityras and Allies,species,16088,,FALSE
becard1,avibase-75B57542,Pachyramphus sp.,becard sp.,Passeriformes,Tityridae,Tityras and Allies,spuh,16091,,
sharpb1,avibase-BE501122,Oxyruncus cristatus,Sharpbill,Passeriformes,Oxyruncidae,Sharpbill,species,16093,,FALSE
royfly1,avibase-2A931A37,Onychorhynchus coronatus,Tropical Royal Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16101,,FALSE
royfly2,avibase-AD9B9B18,Onychorhynchus coronatus mexicanus/fraterculus,Tropical Royal Flycatcher (Northern),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16102,royfly1,
royfly3,avibase-98BD71E2,Onychorhynchus coronatus occidentalis,Tropical Royal Flycatcher (Pacific),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16105,royfly1,
royfly4,avibase-659CF5C6,Onychorhynchus coronatus coronatus/castelnaui,Tropical Royal Flycatcher (Amazonian),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16106,royfly1,
royfly5,avibase-D12A2E74,Onychorhynchus swainsoni,Atlantic Royal Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16109,,FALSE
rutfly2,avibase-B226B93B,Terenotriccus erythrurus,Ruddy-tailed Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16110,,FALSE
tabfly1,avibase-9C468DC3,Myiobius villosus,Tawny-breasted Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16119,,FALSE
surfly1,avibase-40F33966,Myiobius sulphureipygius,Sulphur-rumped Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16124,,FALSE
whifly1,avibase-EC9D7A78,Myiobius barbatus,Whiskered Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16127,,FALSE
surfly4,avibase-69DB7D10,Myiobius barbatus [barbatus Group],Whiskered Flycatcher (Whiskered),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16128,whifly1,
surfly5,avibase-FB39F681,Myiobius barbatus mastacalis,Whiskered Flycatcher (Yellow-rumped),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16133,whifly1,
bltfly1,avibase-608B8260,Myiobius atricaudus,Black-tailed Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,species,16134,,FALSE
bktfly1,avibase-ED02FE27,Myiobius atricaudus [atricaudus Group],Black-tailed Flycatcher (Black-tailed),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16135,bltfly1,
bktfly2,avibase-D6C01635,Myiobius atricaudus ridgwayi,Black-tailed Flycatcher (Buff-rumped),Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,issf,16142,bltfly1,
y01037,avibase-0A05FE2A,Myiobius sulphureipygius/atricaudus,Sulphur-rumped/Black-tailed Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,slash,16143,,
y01038,avibase-BAF2366B,Myiobius barbatus/atricaudus,Whiskered/Black-tailed Flycatcher,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,slash,16144,,
myiobi1,avibase-622F6006,Myiobius sp.,Myiobius sp.,Passeriformes,Onychorhynchidae,Royal Flycatchers and Allies,spuh,16145,,
wibpip1,avibase-74EC83F7,Piprites chloris,Wing-barred Piprites,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16147,,FALSE
grhpip1,avibase-8CED4737,Piprites griseiceps,Gray-headed Piprites,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16155,,FALSE
bkcpip1,avibase-680DC17D,Piprites pileata,Black-capped Piprites,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16156,,FALSE
cinmat1,avibase-81362B15,Neopipo cinnamomea,Cinnamon Manakin-Tyrant,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16157,,FALSE
kincal1,avibase-9AD71DF9,Calyptura cristata,Kinglet Calyptura,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16160,,FALSE
cicspa1,avibase-38DF7456,Platyrinchus saturatus,Cinnamon-crested Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16161,,FALSE
sttspa1,avibase-BEA50A11,Platyrinchus cancrominus,Stub-tailed Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16164,,FALSE
whtspa1,avibase-F0BFC39B,Platyrinchus mystaceus,White-throated Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16165,,FALSE
whtspa2,avibase-187B9AAD,Platyrinchus mystaceus [albogularis Group],White-throated Spadebill (Western),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16166,whtspa1,
whtspa3,avibase-EBAE6077,Platyrinchus mystaceus [mystaceus Group],White-throated Spadebill (Eastern),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16172,whtspa1,
gocspa1,avibase-E411C4C0,Platyrinchus coronatus,Golden-crowned Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16182,,FALSE
yetspa1,avibase-DF470AA2,Platyrinchus flavigularis,Yellow-throated Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16186,,FALSE
whcspa1,avibase-5A40987F,Platyrinchus platyrhynchos,White-crested Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16189,,FALSE
ruwspa1,avibase-55B471DF,Platyrinchus leucoryphus,Russet-winged Spadebill,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16194,,FALSE
spadeb1,avibase-7F5C7CFC,Platyrinchus sp.,spadebill sp.,Passeriformes,Tyrannidae,Tyrant Flycatchers,spuh,16195,,
mcrtyr1,avibase-4527A1E7,Tachuris rubrigastra,Many-colored Rush Tyrant,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16196,,FALSE
stnfly1,avibase-9A4AE6AE,Mionectes striaticollis,Streak-necked Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16201,,FALSE
olsfly2,avibase-5396E3F3,Mionectes olivaceus,Olive-streaked Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16206,,FALSE
olsfly1,avibase-E25CB1F1,Mionectes galbinus,Olive-striped Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16207,,FALSE
y00796,avibase-BB455F34,Mionectes striaticollis/galbinus,Streak-necked/Olive-striped Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,slash,16212,,
y01249,avibase-F083DCE5,Mionectes olivaceus/galbinus,Olive-streaked/Olive-striped Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,slash,16213,,
ocbfly1,avibase-0EFCDBB8,Mionectes oleagineus,Ochre-bellied Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16214,,FALSE
ocbfly3,avibase-9DAAA118,Mionectes oleagineus assimilis,Ochre-bellied Flycatcher (assimilis),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16215,ocbfly1,
ocbfly4,avibase-D26AA1FD,Mionectes oleagineus parcus,Ochre-bellied Flycatcher (parcus),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16216,ocbfly1,
ocbfly5,avibase-5E2F6E3F,Mionectes oleagineus pacificus,Ochre-bellied Flycatcher (pacificus),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16217,ocbfly1,
ocbfly10,avibase-305C8A4C,Mionectes oleagineus [oleagineus Group],Ochre-bellied Flycatcher (oleagineus Group),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16218,ocbfly1,
mccfly1,avibase-7379144B,Mionectes macconnelli,McConnell's Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16223,,FALSE
mccfly2,avibase-061AC20C,Mionectes macconnelli macconnelli,McConnell's Flycatcher (Guianan),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16224,mccfly1,
mccfly4,avibase-1C5ECCF8,Mionectes macconnelli amazonus/peruanus,McConnell's Flycatcher (Inambari),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16225,mccfly1,
y00797,avibase-E10E3A7C,Mionectes oleagineus/macconnelli,Ochre-bellied/McConnell's Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,slash,16228,,
mccfly3,avibase-5155A0DC,Mionectes roraimae,Sierra de Lema Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16229,,FALSE
y00406,avibase-069B500F,Mionectes macconnelli/roraimae,McConnell's/Sierra de Lema Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,slash,16230,,
gyhfly1,avibase-900B219B,Mionectes rufiventris,Gray-hooded Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16231,,FALSE
mionec1,avibase-22709C13,Mionectes sp.,Mionectes sp.,Passeriformes,Tyrannidae,Tyrant Flycatchers,spuh,16232,,
secfly1,avibase-61EA91A8,Leptopogon amaurocephalus,Sepia-capped Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16233,,FALSE
slcfly1,avibase-16C172E1,Leptopogon superciliaris,Slaty-capped Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16240,,FALSE
slcfly4,avibase-0BD5AA7E,Leptopogon superciliaris transandinus,Slaty-capped Flycatcher (transandinus),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16241,slcfly1,
slcfly2,avibase-0FC11C52,Leptopogon superciliaris superciliaris,Slaty-capped Flycatcher (superciliaris),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16242,slcfly1,
slcfly3,avibase-0F4104DF,Leptopogon superciliaris albidiventer,Slaty-capped Flycatcher (albidiventer),Passeriformes,Tyrannidae,Tyrant Flycatchers,issf,16243,slcfly1,
rubfly2,avibase-5C461582,Leptopogon rufipectus,Rufous-breasted Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16244,,FALSE
incfly1,avibase-6B4B427B,Leptopogon taczanowskii,Inca Flycatcher,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16245,,FALSE
sdmtyr2,avibase-E2C97418,Pogonotriccus difficilis,Serra do Mar Bristle-Tyrant,Passeriformes,Tyrannidae,Tyrant Flycatchers,species,16246,,FALSE
