GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING BIRD ATLAS CODE	BREEDING BIRD ATLAS CATEGORY	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS150768528	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU campus	L1361109	P	1.348154	103.6850663	2012-05-02	17:00:00	obsr205759	S10606250	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS145684117	2017-07-05 13:19:08	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Sentosa Island: Nature Park area	L1465856	H	1.2565544	103.8150055	2012-03-25	09:15:00	obsr205759	S10257319	Traveling	P22	EBIRD	45	.5		4	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS167886297	2017-05-27 10:24:58	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Sungei Mandai Besar, mangroves and mudflats	L1789967	P	1.4373626	103.7616543	2012-10-28	16:00:00	obsr293321	S11892127	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS167436767	2017-07-22 02:38:33	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Sentosa Island	L764282	H	1.2491479	103.828311	2012-10-23	17:00:00	obsr293145	S11860456	Traveling	P22	EBIRD	120	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS148025679	2017-05-27 10:35:20	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU entrance	L1385041	P	1.3551922	103.6885146	2012-04-12	18:30:00	obsr205759	S10423410	Traveling	P22	EBIRD_CAN	15	.1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136834723	2017-05-27 10:36:21	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU entrance	L1385041	P	1.3551922	103.6885146	2012-01-21	08:45:00	obsr205759	S9640332	Traveling	P22	EBIRD_CAN	20	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137366535	2017-05-27 10:36:21	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							SG--NTU entrance	L1385041	P	1.3551922	103.6885146	2012-01-25	17:15:00	obsr205759	S9681488	Traveling	P22	EBIRD_CAN	10	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS137361245	2017-05-27 10:36:21	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG--NTU entrance	L1385041	P	1.3551922	103.6885146	2012-01-25	10:00:00	obsr205759	S9681047	Incidental	P20	EBIRD_CAN				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS152209837	2017-04-25 13:04:33	9724	species	White-throated Kingfisher	Halcyon smyrnensis			4				Singapore	SG	Singapore	SG-							Lorong Halus	L1533811	P	1.3956048	103.9234262	2012-02-02	13:00:00	obsr252606	S10707987	Traveling	P22	EBIRD	30	.402		1	1		0	1	0		Wet , very wet.	
URN:CornellLabOfOrnithology:EBIRD:OBS140013782	2017-10-19 12:47:03	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Sime road, Bukit Brown cemetery, Singapore	L1224758	P	1.3469028	103.7981415	2012-02-17	08:00:00	obsr204697	S9879072	Traveling	P22	EBIRD	180	1.609		3	1		0	1	0		With JJ and TL	
URN:CornellLabOfOrnithology:EBIRD:OBS136853651	2017-06-21 09:37:28	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Mandai Mudflats	L1372063	H	1.437649	103.7508984	2012-01-21	16:00:00	obsr205759	S9642105	Traveling	P22	EBIRD_CAN	60	1		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS168784359	2018-03-21 09:39:56	9724	species	White-throated Kingfisher	Halcyon smyrnensis			3				Singapore	SG	Singapore	SG-							SG-Bidadari	L1798890	P	1.34197	103.873941	2012-11-07	12:05:00	obsr6441	S11979758	Traveling	P22	EBIRD	70	.805		2	1		0	1	0		<br />Submitted from BirdLog World for iOS, version 1.5.1	
URN:CornellLabOfOrnithology:EBIRD:OBS341605745	2017-05-27 10:48:44	9841	species	Collared Kingfisher	Todiramphus chloris			4				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-03-11	07:30:00	obsr304258	S24978589	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Annual bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS341605707	2017-05-27 10:48:44	9724	species	White-throated Kingfisher	Halcyon smyrnensis			3				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-03-11	07:30:00	obsr304258	S24978589	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Annual bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS341604503	2017-05-27 10:48:44	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-09-02	07:30:00	obsr304258	S24978515	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Fall Migration bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS341604495	2017-05-27 10:48:44	9724	species	White-throated Kingfisher	Halcyon smyrnensis			5				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-09-02	07:30:00	obsr304258	S24978515	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Fall Migration bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS341605028	2017-05-27 10:48:44	9724	species	White-throated Kingfisher	Halcyon smyrnensis			6				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-07-08	07:30:00	obsr304258	S24978554	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Mid Year bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS341605046	2017-05-27 10:48:44	9841	species	Collared Kingfisher	Todiramphus chloris			4				Singapore	SG	Singapore	SG-							Serangoon Estuary--Hougang and Sengkang	L3897880	P	1.3796808	103.9042282	2012-07-08	07:30:00	obsr304258	S24978554	Traveling	P22	EBIRD	180	5		1	1		0	1	0		Mid Year bird census: Buangkok Dr to Hougang Ave 7 to Sengkang East Dr	
URN:CornellLabOfOrnithology:EBIRD:OBS316500325	2017-08-10 11:26:23	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-02-17		obsr307568	S23266426	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS316500186	2017-08-09 04:44:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S23266425	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS316391482	2017-08-09 04:44:58	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S23260228	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS316391481	2017-08-09 04:44:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S23260228	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS316391561	2017-08-10 11:26:23	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-02-17		obsr307568	S23260229	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS238442560	2017-08-10 11:26:23	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-02-17		obsr307568	S17332269	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS238442558	2017-08-10 11:26:23	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-02-17		obsr307568	S17332269	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS238442493	2017-08-09 04:44:58	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Singapore	L1802921	P	1.3521	103.8198	2012-11-09		obsr307568	S17332268	Incidental	P20	EBIRD				1	1		0	1	0			McRitchie Catchment, Sungei Buloh.
URN:CornellLabOfOrnithology:EBIRD:OBS168053302	2012-10-30 22:43:49	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Sungei Buloh, Singapore	L1362485	P	1.4239562	103.6992645	2012-10-30	17:00:00	obsr293321	S11904922	Incidental	P20	EBIRD				1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS167752731	2017-05-27 10:24:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							BBC Towers and along Turut Track, Singapore	L1788920	P	1.4239208	103.7234111	2012-10-26		obsr293321	S11883264	Incidental	P20	EBIRD					1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS150918304	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							SG Botanic Gardens	L1522209	P	1.3136594	103.8156148	2012-04-28	15:00:00	obsr300729	S10615751	Traveling	P22	EBIRD	30	1.609		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS147101240	2017-07-08 02:23:16	9841	species	Collared Kingfisher	Todiramphus chloris			5				Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-05	19:00:00	obsr205759	S10358403	Traveling	P22	EBIRD_CAN	15	.2		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS146982936	2017-07-08 02:23:16	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							Nanyang Technological University including National Institute of Education	L1479678	H	1.3483615	103.6831284	2012-04-04	18:45:00	obsr205759	S10349282	Traveling	P22	EBIRD	45	.3		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS230393257	2017-05-27 10:24:58	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-10-27		obsr341377	S16684783	Incidental	P20	EBIRD_AU					1		0	1	0		Day list around Outward Bound Singapore Eremaea Birds List 149075	
URN:CornellLabOfOrnithology:EBIRD:OBS230402692	2017-10-19 12:47:07	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-11-01		obsr341377	S16662889	Incidental	P20	EBIRD_AU					1		0	1	0		Outward Bound Singapore; day observation and morning walk to OBS dam, 0730 to 0900 Eremaea Birds List 149565	
URN:CornellLabOfOrnithology:EBIRD:OBS230395526	2017-10-19 12:47:07	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-10-25		obsr341377	S16648204	Incidental	P20	EBIRD_AU					1		0	1	0		Day observations; 0800 to 0900 walk along forest roadbirds extremely difficult to see; two raptors seen brieflypossible Honey Buzzard and Goshhawk sp. Eremaea Birds List 148923	
URN:CornellLabOfOrnithology:EBIRD:OBS230395512	2017-10-19 12:47:07	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-10-25		obsr341377	S16648204	Incidental	P20	EBIRD_AU					1		0	1	0		Day observations; 0800 to 0900 walk along forest roadbirds extremely difficult to see; two raptors seen brieflypossible Honey Buzzard and Goshhawk sp. Eremaea Birds List 148923	
URN:CornellLabOfOrnithology:EBIRD:OBS230393591	2017-10-19 12:47:07	9724	species	White-throated Kingfisher	Halcyon smyrnensis			2				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-10-28		obsr341377	S16609267	Incidental	P20	EBIRD_AU					1		0	1	0		Early morning and late afteronn walks to Outward Bound Singapore resavoir; most birds seen in the immediate area around the da Eremaea Birds List 149076	
URN:CornellLabOfOrnithology:EBIRD:OBS230402217	2017-10-19 12:47:07	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Pulau Ubin Island	L2534717	P	1.41082	103.97469	2012-10-31		obsr341377	S16628637	Incidental	P20	EBIRD_AU					1		0	1	0		Day observations around Outward Bound SIngapore, incl. morning walk (7 to 9 am) to OBS reservoir.  Eremaea Birds List 149412	
URN:CornellLabOfOrnithology:EBIRD:OBS313768596	2017-05-27 10:25:40	9724	species	White-throated Kingfisher	Halcyon smyrnensis			X				Singapore	SG	Singapore	SG-							Bukit Brown Cemetery	L3597391	P	1.335977	103.8235366	2012-06-28	09:50:00	obsr553262	S23107780	Traveling	P22	EBIRD	80	1		1	1		0	1	0		Hot & humid; 50% cloud cover	heard
URN:CornellLabOfOrnithology:EBIRD:OBS313768592	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Bukit Brown Cemetery	L3597391	P	1.335977	103.8235366	2012-06-28	09:50:00	obsr553262	S23107780	Traveling	P22	EBIRD	80	1		1	1		0	1	0		Hot & humid; 50% cloud cover	
URN:CornellLabOfOrnithology:EBIRD:OBS508366861	2017-06-05 12:07:06	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Bidadari	L3345783	H	1.3414326	103.8741338	2012-10-21	08:30:00	obsr559055	S37402380	Traveling	P22	EBIRD	60	2		3	1	G2469960	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS140216380	2017-10-19 12:47:03	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-02-19	08:00:00	obsr204697	S9890645	Traveling	P22	EBIRD	180	1.609		10	1		0	1	0		NSS walk guided by KK Lim, Lee EeLing	
URN:CornellLabOfOrnithology:EBIRD:OBS140216363	2017-10-19 12:47:03	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-02-19	08:00:00	obsr204697	S9890645	Traveling	P22	EBIRD	180	1.609		10	1		0	1	0		NSS walk guided by KK Lim, Lee EeLing	
URN:CornellLabOfOrnithology:EBIRD:OBS169778204	2017-05-27 10:24:58	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-11-13	08:00:00	obsr204697	S12050704	Traveling	P22	EBIRD	120	.322		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS169778206	2017-05-27 10:24:58	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-11-13	08:00:00	obsr204697	S12050704	Traveling	P22	EBIRD	120	.322		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS509088040	2017-06-07 10:17:38	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Bidadari	L3345783	H	1.3414326	103.8741338	2012-10-21	08:30:00	obsr921228	S37447968	Traveling	P22	EBIRD	60	2		3	1	G2469960	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS136979336	2017-10-19 12:47:02	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							Nee Soon Road	L1385351	P	1.4008671	103.822154	2012-01-21	08:00:00	obsr204697	S9642040	Traveling	P22	EBIRD	240	.805		2	1		0	1	0		31oF, Sunny, humid.	
URN:CornellLabOfOrnithology:EBIRD:OBS162117745	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			2				Singapore	SG	Singapore	SG-							CCNR--Jelutong Tower	L1481777	H	1.3514215	103.8064206	2012-06-03	07:30:00	obsr252606	S11455839	Traveling	P22	EBIRD	300	6.437		1	1		0	1	0		Trip report;--http://redgannet.blogspot.co.uk/2012/06/sunday-back-in-forest-singapore-june.html	
URN:CornellLabOfOrnithology:EBIRD:OBS147215890	2018-04-15 11:31:26	9724	species	White-throated Kingfisher	Halcyon smyrnensis			1				Singapore	SG	Singapore	SG-							CCNR--Jelutong Tower	L1481777	H	1.3514215	103.8064206	2012-04-06	09:00:00	obsr205759	S10366244	Traveling	P22	EBIRD_CAN	45	.1		3	1		0	1	0		with Jimmy Lee and his wife.	
URN:CornellLabOfOrnithology:EBIRD:OBS159076349	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			3				Singapore	SG	Singapore	SG-							CCNR--Jelutong Tower	L1481777	H	1.3514215	103.8064206	2012-06-02	07:15:00	obsr252606	S11180937	Traveling	P22	EBIRD	420	4.828		1	1		0	1	0		Trip Report--http://redgannet.blogspot.co.uk/2012/06/saturday-in-forest-singapore-june-2012.html	
URN:CornellLabOfOrnithology:EBIRD:OBS356047380	2017-06-05 12:07:06	9841	species	Collared Kingfisher	Todiramphus chloris			1				Singapore	SG	Singapore	SG-							Bidadari	L3345783	H	1.3414326	103.8741338	2012-10-21	08:30:00	obsr304258	S26040215	Traveling	P22	EBIRD	60	2		3	1	G2469960	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS466077087	2017-02-15 23:13:05	9571	species	Blue-eared Kingfisher	Alcedo meninting			1				Singapore	SG	Singapore	SG-							Kranji Marsh	L1074623	H	1.4186122	103.7216315	2012-06-17	08:00:00	obsr816783	S34396153	Traveling	P22	EBIRD	150	3		12	1		0	1	0		NSS outing; clear, sunny day.	
URN:CornellLabOfOrnithology:EBIRD:OBS232716771	2017-05-27 10:25:40	9841	species	Collared Kingfisher	Todiramphus chloris			X				Singapore	SG	Singapore	SG-							Fort Canning Park	L922737	H	1.2940966	103.8465779	2012-05-19	16:00:00	obsr352905	S16805487	Stationary	P21	EBIRD	60			1	1		0	1	0		While staying at the Excelsior Hotel	
